TIMESTAMP,RECORD,Measure_1,Measure_2,Measure_3,Measure_4
2025-02-12 12:45:00,94975,-3.501469,-3.500935,7.959141,7.827196
2025-02-12 12:50:00,94976,-3.502137,-3.500534,7.951663,7.824259
2025-02-12 12:55:00,94977,-3.501736,-3.50187,7.952866,7.826664
2025-02-12 13:00:00,94978,-3.50227,-3.502537,7.950595,7.825594
2025-02-12 13:05:00,94979,-3.500935,-3.500935,7.972495,7.825329
2025-02-12 13:10:00,94980,-3.502003,-3.501202,7.952464,7.825729
2025-02-12 13:15:00,94981,-3.502938,-3.504808,7.953399,7.823324
2025-02-12 13:20:00,94982,-3.503072,-3.502404,7.949392,7.818249
2025-02-12 13:25:00,94983,-3.50227,-3.501068,7.94966,7.822923
2025-02-12 13:30:00,94984,-3.50828,-3.50227,7.948725,7.82239
2025-02-12 13:35:00,94985,-3.50414,-3.501068,7.951396,7.817983
2025-02-12 13:40:00,94986,-3.498264,-3.499065,7.943251,7.824793
2025-02-12 13:45:00,94987,-3.502938,-3.499332,7.952331,7.823191
2025-02-12 13:50:00,94988,-3.5,-3.501202,7.948057,7.821722
2025-02-12 13:55:00,94989,-3.501335,-3.500534,7.948458,7.821187
2025-02-12 14:00:00,94990,-3.504808,-3.500935,7.947256,7.821187
2025-02-12 14:05:00,94991,-3.500668,-3.501736,7.948057,7.822522
2025-02-12 14:10:00,94992,-3.504273,-3.501202,7.946321,7.819986
2025-02-12 14:15:00,94993,-3.5,-3.502003,7.947925,7.823458
2025-02-12 14:20:00,94994,-3.501335,-3.501068,7.946188,7.823992
2025-02-12 14:25:00,94995,-3.502938,-3.502137,7.946188,7.81678
2025-02-12 14:30:00,94996,-3.507612,-3.503739,7.946188,7.819718
2025-02-12 14:35:00,94997,-3.505609,-3.501202,7.944451,7.81598
2025-02-12 14:40:00,94998,-3.502537,-3.497863,7.940179,7.81865
2025-02-12 14:45:00,94999,-3.50227,-3.499332,7.945253,7.822123
2025-02-12 14:50:00,95000,-3.502404,-3.504273,7.939644,7.817848
2025-02-12 14:55:00,95001,-3.503606,-3.500668,7.938309,7.820119
2025-02-12 15:00:00,95002,-3.504541,-3.501202,7.942582,7.819986
2025-02-12 15:05:00,95003,-3.503606,-3.499332,7.932431,7.817581
2025-02-12 15:10:00,95004,-3.505075,-3.500801,7.943116,7.81638
2025-02-12 15:15:00,95005,-3.503072,-3.499065,7.937105,7.81678
2025-02-12 15:20:00,95006,-3.504407,-3.501068,7.942315,7.811172
2025-02-12 15:25:00,95007,-3.50227,-3.501202,7.938709,7.816648
2025-02-12 15:30:00,95008,-3.505609,-3.501335,7.942716,7.798485
2025-02-12 15:35:00,95009,-3.501068,-3.499199,7.939912,7.818516
2025-02-12 15:40:00,95010,-3.504407,-3.502404,7.941514,7.815445
2025-02-12 15:45:00,95011,-3.503606,-3.500935,7.940312,7.81638
2025-02-12 15:50:00,95012,-3.502537,-3.500801,7.942582,7.813042
2025-02-12 15:55:00,95013,-3.501603,-3.500801,7.939777,7.81491
2025-02-12 16:00:00,95014,-3.502671,-3.501603,7.949527,7.816513
2025-02-12 16:05:00,95015,-3.503739,-3.499733,7.939244,7.815445
2025-02-12 16:10:00,95016,-3.510417,-3.501068,7.937105,7.813976
2025-02-12 16:15:00,95017,-3.502938,-3.502003,7.939244,7.812907
2025-02-12 16:20:00,95018,-3.514957,-3.500801,7.939777,7.817848
2025-02-12 16:25:00,95019,-3.501736,-3.500801,7.940712,7.814242
2025-02-12 16:30:00,95020,-3.503606,-3.500134,7.938976,7.806898
2025-02-12 16:35:00,95021,-3.50227,-3.501736,7.934969,7.812907
2025-02-12 16:40:00,95022,-3.502404,-3.501068,7.938844,7.805964
2025-02-12 16:45:00,95023,-3.50187,-3.502003,7.935102,7.810504
2025-02-12 16:50:00,95024,-3.502938,-3.501736,7.932966,7.812374
2025-02-12 16:55:00,95025,-3.503606,-3.5,7.940579,7.80997
2025-02-12 17:00:00,95026,-3.502404,-3.502537,7.938042,7.816113
2025-02-12 17:05:00,95027,-3.503606,-3.502938,7.923751,7.809302
2025-02-12 17:10:00,95028,-3.510951,-3.498798,7.94178,7.813309
2025-02-12 17:15:00,95029,-3.501736,-3.499866,7.94365,7.813709
2025-02-12 17:20:00,95030,-3.501736,-3.501068,7.931363,7.807165
2025-02-12 17:25:00,95031,-3.502938,-3.502404,7.930563,7.803559
2025-02-12 17:30:00,95032,-3.503072,-3.500668,7.932431,7.807032
2025-02-12 17:35:00,95033,-3.502938,-3.501736,7.929495,7.807566
2025-02-12 17:40:00,95034,-3.502404,-3.500134,7.93457,7.8081
2025-02-12 17:45:00,95035,-3.501603,-3.503205,7.927357,7.807032
2025-02-12 17:50:00,95036,-3.50227,-3.501335,7.930963,7.809703
2025-02-12 17:55:00,95037,-3.496394,-3.502537,7.930295,7.810637
2025-02-12 18:00:00,95038,-3.504273,-3.500668,7.935238,7.807032
2025-02-12 18:05:00,95039,-3.501603,-3.501068,7.935369,7.809568
2025-02-12 18:10:00,95040,-3.507078,-3.500668,7.93417,7.807165
2025-02-12 18:15:00,95041,-3.501603,-3.501736,7.932833,7.805029
2025-02-12 18:20:00,95042,-3.505609,-3.50187,7.931764,7.804494
2025-02-12 18:25:00,95043,-3.502404,-3.5,7.932431,7.801824
2025-02-12 18:30:00,95044,-3.506677,-3.50187,7.943251,7.807032
2025-02-12 18:35:00,95045,-3.501068,-3.500801,7.931898,7.807833
2025-02-12 18:40:00,95046,-3.503072,-3.500935,7.931363,7.811839
2025-02-12 18:45:00,95047,-3.502404,-3.5,7.930295,7.8085
2025-02-12 18:50:00,95048,-3.502938,-3.501736,7.931631,7.805161
2025-02-12 18:55:00,95049,-3.504941,-3.503472,7.928025,7.800355
2025-02-12 19:00:00,95050,-3.503205,-3.500534,7.932833,7.806631
2025-02-12 19:05:00,95051,-3.501202,-3.500801,7.929894,7.800622
2025-02-12 19:10:00,95052,-3.500134,-3.502537,7.928559,7.806898
2025-02-12 19:15:00,95053,-3.501202,-3.501736,7.928826,7.802358
2025-02-12 19:20:00,95054,-3.503606,-3.5,7.928559,7.797283
2025-02-12 19:25:00,95055,-3.502938,-3.500935,7.927625,7.814644
